timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-11-30T09:46:10,emissions_app_reboot0,fab503c7-bf2b-4186-ba8f-b9129979373c,0.0008821487426757,1.567026509179009e-09,0.0017763744744744,42.5,0.0,3.0,7.1661339865790475e-09,0,3.316005071004232e-10,7.49773449367947e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:12,emissions_app_reboot0,1326a2a9-a07b-4d0b-bb18-304c78d74ce6,0.0007948875427246,1.582605143388112e-09,0.0019909799290141,42.5,0.0,3.0,7.2365005811055505e-09,0,3.3577283223470035e-10,7.57227341334025e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:16,emissions_app_reboot0,2b9443f0-1637-4e42-ad5c-93520c23062d,0.0021262168884277,4.527236918608348e-09,0.0021292451128803,42.5,0.0,3.0,2.069622278213501e-08,0,9.651978810628256e-10,2.166142066319784e-08,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:19,emissions_app_reboot0,c7a347c4-08c9-4394-84f4-c3421b90f579,0.0022230148315429,4.823348621527355e-09,0.0021697329919204,42.5,0.0,3.0,2.2064149379730243e-08,0,1.014073689778646e-09,2.3078223069508875e-08,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:20,emissions_app_reboot0,b1983ccc-04f4-4d3b-bd96-823626e84409,0.0008251667022705,1.7608009113205803e-09,0.0021338729573983,42.5,0.0,3.0,8.086529042985705e-09,0,3.3835570017496745e-10,8.424884743160672e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:21,emissions_app_reboot0,9cbc30cd-790c-4be6-ac6c-8999a54b6db3,0.0008399486541748,1.8491790360874598e-09,0.0022015381855741,42.5,0.0,3.0,8.46369398964776e-09,0,3.8405259450276696e-10,8.847746584150527e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:23,emissions_app_reboot0,4bebcda5-e015-45b4-a12f-f45ea4d84ad0,0.0008242130279541,1.764641933970981e-09,0.0021410022337929,42.5,0.0,3.0,8.078085051642525e-09,0,3.6517779032389317e-10,8.443262841966419e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:24,emissions_app_reboot0,d99ddc65-4f65-4def-8777-d90756314a97,0.0007331371307373,1.584446065955691e-09,0.0021611864950316,42.5,0.0,3.0,7.225241925981311e-09,0,3.5583972930908206e-10,7.581081655290391e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:26,emissions_app_reboot0,7dac6ea4-18fc-4ade-8a0d-2d6150ca680f,0.0008111000061035,1.780573527018229e-09,0.0021952576915539,42.5,0.0,3.0,8.156895637512209e-09,0,3.625949223836263e-10,8.519490559895835e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:27,emissions_app_reboot0,5ad033b1-8376-4b07-bb9d-7e72ff7fde58,0.0007102489471435,1.524152391486698e-09,0.0021459410782887,42.5,0.0,3.0,6.955034202999541e-09,0,3.3756097157796205e-10,7.292595174577502e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
